iyear,1,2,3,4,5,6,7,8,9,10,11,12
1.0,83.38448250465622,148.66901392294088,142.36976793295293,207.6913881829581,56.35521738090217,45.66346397817342,177.37374203922735,72.48807844367407,49.725536792609645,26.942437685089267,121.63513059112117,58.523390669826235
2.0,157.32023135011758,137.55533339873574,255.06323799111027,127.68278890824388,156.37733127249996,230.77523944508476,101.61075385888324,60.436750664116786,46.94455759894068,18.752173348125158,83.88504109484808,152.61591125748234
3.0,210.24146002923865,76.05670887848105,168.14902019646425,101.42999639448269,37.0214496003404,102.22011159542384,111.56317970196736,52.70630831727473,39.14315082767253,54.73809744042494,123.30089634150815,78.12139019481484
4.0,127.91536739717404,124.92599108510299,186.6982540239779,158.53470457140747,178.13583733141854,53.91737626842247,20.565661608940818,195.60602026078953,79.7555535471912,85.3868093952334,51.61538199783372,165.19622913890683
5.0,98.14652900630315,48.614227969418145,58.77774183273378,181.49104326668032,30.126635675577287,162.97114903814528,153.56359264619678,131.25869634826716,35.45796902738538,52.780942259224574,236.6825959441857,66.46203390921914
6.0,144.01811924249662,191.60714624131944,162.56270354219413,86.46489864658528,136.71310279472237,84.73187733002196,76.94644172160882,117.44672089889872,104.5227993638994,140.74699607806212,170.11341309534015,241.82412263546135
7.0,227.5735659497588,97.97806406958779,140.92880358574746,26.901444395819983,116.70699446090751,90.75892531555995,111.83821582346722,100.33215733959815,57.36479879013885,159.15787188847798,124.2036908841138,154.51430433935403
8.0,167.9933848491759,75.50305805927566,148.82488058944702,94.63128821577916,44.04426978488137,134.71494410263526,87.09556186262375,218.09603608966486,152.1649049613386,130.72217536044423,176.42326263071777,80.63812159165776
9.0,154.46140259569128,266.8647601489965,261.51792720008626,46.75606403962702,30.528995848385698,128.86143409764884,29.38545672822915,97.2668471681365,58.40492204235424,39.61722413424674,166.14219371954889,71.93040569989645
10.0,85.15424956351802,267.8049448227337,49.40948031334846,192.32763425413918,141.94054988357658,131.28685017737246,151.16145726621568,176.53952438718505,66.39564628095691,9.128304659150043,65.32221823272002,69.3601214601749
11.0,48.018024841142,224.63826433815706,120.33742270222557,121.48302491154058,119.10497738804465,167.4531204423898,82.73588556344842,151.3394885731887,48.37398157041473,36.95824459055092,236.50140863659445,79.58031241494857
12.0,210.2222846743892,194.30966938101926,58.755414484697155,66.73021768082047,76.50577848703527,91.34007265502692,85.0204763746892,44.04929192996281,93.15427447950354,71.41490805487979,160.86833627427865,118.31101700712324
13.0,95.87312725123189,86.65120871714976,92.36766537310571,136.92297038931548,127.02338569046697,44.11257732508429,117.30574438847957,143.9776988610328,39.37449542749405,170.73470343972687,56.12698368185389,41.67926660423778
14.0,87.30262394602545,62.22845024588425,79.99227204073125,89.20796183259156,9.768669471927966,133.8165691524822,232.91485782994863,171.35512760323994,51.40573643573987,154.0846445852608,102.9580534391628,58.67200898714678
15.0,176.31146261468135,178.78510903462774,105.58070975698952,168.67444689541236,73.90723346971834,157.73622609081914,83.96803707022006,115.06093072224287,26.171001160159673,102.79085344215532,89.29678336805298,64.86338936895008
16.0,88.62979443886081,64.1263177709414,155.38882672398077,196.75394264049896,180.25655025651025,33.102251448443,125.31361520352763,122.30818798740263,82.64391259223352,159.70669727196824,27.725564396915914,257.4100446896901
17.0,62.236020613133434,93.72919103350087,210.18879535193824,121.82989451340879,189.51580318056386,162.03208947340818,59.91839346974344,112.0091685483637,51.147762085596725,233.10307442366508,87.41507820738826,139.9245488783063
18.0,55.118806895742075,203.15455506899366,113.44450527304002,55.114391164118445,58.82281007869642,213.438705660604,71.22010018702397,107.846785860289,446.0010496027366,52.249333479320995,71.0808539338131,63.89156206917518
19.0,116.67496647930786,94.20926234958254,46.586560093083925,56.507061265595475,113.76891282345346,133.38749427018018,154.45895804059538,74.84654557466952,199.15605147844414,105.52350138162929,116.2934447553809,128.22347344624725
20.0,167.70457376395842,172.73952205043224,189.22814450443244,97.38169865434512,50.325562708721435,136.21736335788296,95.80641003438376,56.98762854640086,118.434880290247,113.70153807039783,147.76950729853098,155.0779432985784
21.0,139.79145282466854,120.49076027904628,354.14920762842155,93.97720142589559,4.959308572357414,116.38853124823848,125.3275172001098,64.04165099596176,233.11517809004468,111.7156776068108,35.46529338540845,93.06175902119148
22.0,101.3988340124643,161.63521010295642,94.93526856615958,75.5586291071227,37.4483760844108,169.3760477259083,150.0306702841127,83.55705189743485,33.97593317042665,45.00770219230051,216.4562127036254,182.40461851797053
23.0,121.54690746892507,52.08775377277762,117.64083759064174,95.66293183053182,15.209034134188144,59.89316594828706,66.53739714206232,97.61261696411506,91.61275736916846,167.45765817454358,32.72445886492465,96.67004250400257
24.0,155.1157451702037,66.13857822815682,261.6142141861456,331.46648584775147,134.66401791466882,193.9617833093643,123.29932309641049,277.7471818485104,0.0,51.32843707518839,138.32604439327167,47.71464753263985
25.0,88.31045175665759,83.72358440719613,122.16283317662393,66.00515555115807,113.30578871767464,76.22847602237269,165.30820618515634,69.81176503391846,11.635469175523744,196.1026180015234,36.95803956078093,116.02304554207934
26.0,100.40223786850908,262.77230950494703,306.95681923815687,98.85176755083069,30.95309614149791,161.29200698677698,248.65175194528246,150.90302480936086,88.25962775552313,80.71332589995265,28.91769941887448,220.99360739565446
27.0,4.9930662214906745,159.29594087047258,145.87326865030815,111.55702055432393,152.82148288787593,86.35093072572117,60.76667719562882,100.47376196584692,34.351197226488594,120.59170083218295,174.58624067237548,91.80899895439237
