Year,1,2,3,4,5,6,7,8,9,10,11,12
1.0,17.27258064516129,15.592500000000001,24.3783870967742,22.68866666666667,26.62,30.432000000000002,32.49516129032258,31.56032258064516,30.777000000000005,26.14322580645161,18.160999999999998,15.861290322580643
2.0,15.766451612903229,15.496071428571428,20.364193548387096,23.591333333333335,27.35838709677419,30.743333333333343,32.178387096774195,31.837419354838715,31.988666666666667,24.58612903225806,20.932666666666663,13.988064516129034
3.0,15.530967741935488,14.992142857142856,19.79741935483871,26.417666666666666,28.088709677419356,34.007333333333335,34.01548387096774,33.77225806451613,31.055333333333333,26.98548387096774,21.719999999999995,13.770000000000001
4.0,14.816129032258065,20.144642857142856,17.760645161290324,23.542333333333332,29.870322580645162,32.970333333333336,33.12645161290323,32.44258064516129,32.94966666666666,26.805483870967738,17.326666666666668,10.35161290322581
5.0,17.27258064516129,15.592500000000001,24.3783870967742,22.68866666666667,26.62,29.943666666666672,32.31032258064516,31.528387096774193,28.750666666666667,24.450000000000006,23.865000000000002,15.861290322580643
6.0,11.89064516129032,15.955000000000002,21.71677419354839,24.381333333333338,28.730967741935483,31.370333333333335,32.847741935483874,33.024193548387096,30.421666666666667,24.79612903225806,17.396,14.259032258064517
7.0,17.27258064516129,15.592500000000001,19.029032258064515,23.624333333333333,27.408709677419353,31.370333333333335,32.847741935483874,33.024193548387096,30.421666666666667,24.79612903225806,17.396,15.861290322580643
8.0,15.530967741935488,14.992142857142856,24.3783870967742,22.68866666666667,26.62,31.322666666666667,30.580322580645166,31.406451612903226,29.08566666666667,23.45709677419355,21.858999999999998,13.770000000000001
9.0,14.816129032258065,20.144642857142856,19.79741935483871,26.417666666666666,28.088709677419356,33.58633333333333,34.90838709677419,34.17161290322581,29.529666666666664,24.541612903225804,19.425,10.35161290322581
10.0,15.766451612903229,15.496071428571428,17.760645161290324,23.542333333333332,29.870322580645162,31.322666666666667,30.580322580645166,31.406451612903226,29.08566666666667,23.45709677419355,21.858999999999998,13.988064516129034
11.0,15.530967741935488,14.992142857142856,20.364193548387096,23.591333333333335,27.35838709677419,31.308,34.93354838709678,33.89322580645162,30.276000000000003,25.08225806451613,17.59666666666667,13.770000000000001
12.0,15.530967741935488,14.992142857142856,19.79741935483871,26.417666666666666,28.088709677419356,32.21633333333333,32.49709677419355,33.712258064516135,31.292333333333332,27.06096774193549,17.865666666666666,13.770000000000001
13.0,11.89064516129032,15.955000000000002,19.79741935483871,26.417666666666666,28.088709677419356,31.308,34.93354838709678,33.89322580645162,30.276000000000003,25.08225806451613,17.59666666666667,14.259032258064517
14.0,14.630000000000004,16.44142857142857,19.029032258064515,23.624333333333333,27.408709677419353,34.007333333333335,34.01548387096774,33.77225806451613,31.055333333333333,26.98548387096774,21.719999999999995,13.6558064516129
15.0,14.816129032258065,20.144642857142856,17.014193548387095,25.298999999999996,28.65548387096774,32.49733333333332,35.593225806451606,34.23032258064516,28.72233333333333,26.528709677419354,18.616333333333337,10.35161290322581
16.0,11.548709677419355,11.748571428571429,17.760645161290324,23.542333333333332,29.870322580645162,34.004333333333335,32.62483870967743,36.64709677419355,30.780333333333328,26.18967741935483,20.320999999999994,12.014516129032256
