Year,1,2,3,4,5,6,7,8,9,10,11,12
1.0,5.308387096774194,2.486428571428571,9.144516129032256,7.9896666666666665,12.798064516129033,19.409333333333333,21.905161290322585,20.973870967741934,17.525,11.138709677419353,4.125333333333334,3.761290322580645
2.0,2.1370967741935485,0.7603571428571428,5.495161290322581,9.065666666666667,12.639032258064514,19.977666666666664,22.399677419354838,22.34129032258065,19.111666666666668,11.417741935483871,6.277,1.157741935483871
3.0,4.750322580645162,1.7953571428571429,4.081935483870968,12.586666666666668,13.785806451612906,20.839333333333336,22.559032258064516,20.274516129032254,19.583666666666662,12.14774193548387,8.342666666666666,1.7158064516129035
4.0,2.4829032258064516,3.2353571428571426,3.9832258064516126,8.028666666666668,15.594193548387095,21.53933333333334,22.59870967741935,22.01774193548387,21.869333333333334,15.116774193548387,5.929333333333334,-1.0116129032258063
5.0,5.308387096774194,2.486428571428571,9.144516129032256,7.9896666666666665,12.798064516129033,18.978333333333335,20.94161290322581,20.61,16.449333333333332,8.353225806451615,6.846333333333334,3.761290322580645
6.0,-1.5290322580645161,3.2114285714285713,4.459032258064517,11.012666666666666,14.59064516129032,19.015333333333334,21.42645161290322,20.73483870967742,20.388333333333332,15.90290322580645,4.779666666666667,-0.1132258064516129
7.0,5.308387096774194,2.486428571428571,5.150322580645161,8.947666666666667,12.959354838709679,19.015333333333334,21.42645161290322,20.73483870967742,20.388333333333332,15.90290322580645,4.779666666666667,3.761290322580645
8.0,4.750322580645162,1.7953571428571429,9.144516129032256,7.9896666666666665,12.798064516129033,20.755666666666666,20.970645161290324,20.092580645161295,16.916,12.718709677419351,8.392333333333333,1.7158064516129035
9.0,2.4829032258064516,3.2353571428571426,4.081935483870968,12.586666666666668,13.785806451612906,18.305333333333333,21.379677419354838,22.2516129032258,16.908333333333335,9.631290322580647,4.443333333333333,-1.0116129032258063
10.0,2.1370967741935485,0.7603571428571428,3.9832258064516126,8.028666666666668,15.594193548387095,20.755666666666666,20.970645161290324,20.092580645161295,16.916,12.718709677419351,8.392333333333333,1.157741935483871
11.0,4.750322580645162,1.7953571428571429,5.495161290322581,9.065666666666667,12.639032258064514,18.049666666666663,21.358709677419355,22.2483870967742,17.487666666666666,11.647419354838707,3.4386666666666668,1.7158064516129035
12.0,4.750322580645162,1.7953571428571429,4.081935483870968,12.586666666666668,13.785806451612906,20.842666666666666,20.72838709677419,21.131290322580647,20.186333333333334,11.314838709677417,2.307,1.7158064516129035
13.0,-1.5290322580645161,3.2114285714285713,4.081935483870968,12.586666666666668,13.785806451612906,18.049666666666663,21.358709677419355,22.2483870967742,17.487666666666666,11.647419354838707,3.4386666666666668,-0.1132258064516129
14.0,1.7212903225806453,2.6964285714285716,5.150322580645161,8.947666666666667,12.959354838709679,20.839333333333336,22.559032258064516,20.274516129032254,19.583666666666662,12.14774193548387,8.342666666666666,1.276774193548387
15.0,2.4829032258064516,3.2353571428571426,5.41225806451613,10.897,14.590322580645159,18.777333333333335,20.81774193548387,20.176774193548386,17.798333333333332,9.891935483870967,6.294,-1.0116129032258063
16.0,-1.0138709677419355,-0.615,3.9832258064516126,8.028666666666668,15.594193548387095,18.93733333333333,21.025483870967744,22.38,18.473000000000003,12.969354838709679,4.109333333333334,-1.9099999999999997
17.0,4.750322580645162,1.7953571428571429,3.0029032258064516,10.486333333333333,13.702580645161289,21.53933333333334,22.59870967741935,22.01774193548387,21.869333333333334,15.116774193548387,5.929333333333334,1.7158064516129035
18.0,1.7212903225806453,2.6964285714285716,4.081935483870968,12.586666666666668,13.785806451612906,20.695,22.675806451612896,23.136774193548387,20.858000000000004,12.797741935483868,6.365333333333335,1.276774193548387
19.0,-1.0138709677419355,-0.615,5.41225806451613,10.897,14.590322580645159,19.96933333333334,21.87,21.70387096774193,16.031,11.176451612903227,5.913666666666666,-1.9099999999999997
20.0,2.4829032258064516,3.2353571428571426,3.0029032258064516,10.486333333333333,13.702580645161289,18.318,21.746451612903222,20.56322580645161,16.994,10.895806451612904,2.9200000000000004,-1.0116129032258063
21.0,1.8454838709677417,1.5196428571428573,3.9832258064516126,8.028666666666668,15.594193548387095,20.88533333333333,20.54451612903226,21.07483870967742,20.190999999999995,12.578064516129034,5.384000000000001,2.569354838709677
22.0,1.7212903225806453,2.6964285714285716,4.714193548387098,7.681666666666667,14.374516129032262,20.698333333333327,21.710645161290323,21.717741935483872,19.816666666666663,14.498709677419356,3.735666666666666,1.276774193548387
23.0,-3.2341935483870965,3.014642857142857,4.459032258064517,11.012666666666666,14.59064516129032,20.309333333333335,21.440645161290323,19.85838709677419,18.958666666666666,14.86258064516129,9.34233333333333,4.344193548387098
24.0,1.8454838709677417,1.5196428571428573,5.41225806451613,10.897,14.590322580645159,20.839333333333336,22.559032258064516,20.274516129032254,19.583666666666662,12.14774193548387,8.342666666666666,2.569354838709677
25.0,-1.5290322580645161,3.2114285714285713,5.285161290322581,9.882000000000001,16.344193548387093,19.96933333333334,21.87,21.70387096774193,16.031,11.176451612903227,5.913666666666666,-0.1132258064516129
26.0,5.308387096774194,2.486428571428571,4.714193548387098,7.681666666666667,14.374516129032262,18.318,21.746451612903222,20.56322580645161,16.994,10.895806451612904,2.9200000000000004,3.761290322580645
27.0,2.1370967741935485,0.7603571428571428,4.459032258064517,11.012666666666666,14.59064516129032,18.978333333333335,20.94161290322581,20.61,16.449333333333332,8.353225806451615,6.846333333333334,1.157741935483871
28.0,-3.2341935483870965,3.014642857142857,5.150322580645161,8.947666666666667,12.959354838709679,20.46433333333334,21.12161290322581,20.662580645161288,17.923333333333336,11.666451612903229,4.762333333333334,4.344193548387098
29.0,-1.5290322580645161,3.2114285714285713,9.144516129032256,7.9896666666666665,12.798064516129033,19.409333333333333,21.905161290322585,20.973870967741934,17.525,11.138709677419353,4.125333333333334,-0.1132258064516129
