,mean_M,amp_M1,pos_M1,amp_M2,pos_M2,mean_STD,amp_STD1,pos_STD1,amp_STD2,pos_STD2
Tmax_D,24.934661267686014,-9.813238784040134,12.319068818907686,-1.3569192013124918,0.1957285950915697,3.623854077752691,1.668578122036021,-0.297123780983611,-0.051130139129321,0.47296522045917455
Tmax_W,24.42659605920034,8.011836280510956,9.160066089912075,-0.6551636927339344,0.6313168714430194,3.2665443045873164,1.1781390566389902,-0.1892646656516006,0.28675846464214916,-0.7210543102713373
Tmin_D,11.15392192273255,-10.604236493290657,12.269072678377992,-1.045725231890572,1.1740582919933304,3.7551421760839823,1.7477523082886903,-0.2626232642870378,0.5783654647040495,2.4328808422742063
Tmin_W,13.984227504770587,8.724935175287655,9.081377822159485,-0.7442479919563069,0.3636092190984317,3.042494786746291,2.118440568129236,-0.20960835011889242,0.23999792744268758,1.2094783861426623
Srad_D,16.663113563811685,-6.4249574583459905,6.562836051805702,-1.2262932540355898,-0.01140929274160299,2.5864482667106383,-0.4144758923935052,1.558432232492023,-0.4808075180908155,-6.456878562193792
Srad_W,10.458808556049506,4.2052864614696635,3.4403254901484237,-0.42916741367549704,1.1218428099533286,2.392038389512183,-0.40620910933672977,0.7012115862771638,-0.33657665205146853,-0.18978411781440038
